"Diện tích, dân số và mật độ dân số phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu"

" ","2011"," "," ","2012"," "," ","2013"," "," ","2014"," "," ","2015"," "," ","2016"," "," ","2017"," "," ","2018 (*)"," "," "
" ","Diện tích(Km2)","Dân số trung bình (Nghìn người)","Mật độ dân số (Người/km2)","Diện tích(Km2)","Dân số trung bình (Nghìn người)","Mật độ dân số (Người/km2)","Diện tích(Km2)","Dân số trung bình (Nghìn người)","Mật độ dân số (Người/km2)","Diện tích(Km2)","Dân số trung bình (Nghìn người)","Mật độ dân số (Người/km2)","Diện tích(Km2)","Dân số trung bình (Nghìn người)","Mật độ dân số (Người/km2)","Diện tích(Km2)","Dân số trung bình (Nghìn người)","Mật độ dân số (Người/km2)","Diện tích(Km2)","Dân số trung bình (Nghìn người)","Mật độ dân số (Người/km2)","Diện tích(Km2)","Dân số trung bình (Nghìn người)","Mật độ dân số (Người/km2)"
"CẢ NƯỚC",330957.6,87860.4,265.5,330951.1,88809.3,268.3,330972.4,89759.5,271.2,330966.9,90728.9,274.0,330966.9,91713.3,277.0,331230.8,92695.1,280.0,331230.8,93671.6,283.0,331235.7,94666.0,286.0

"(*) Diện tích có đến 31/12/2017 theo Quyết định số 3873/QĐ-BTNMT "
"ngày 25 tháng 12 năm 2018 của Bộ trưởng Bộ Tài nguyên và Môi "
"trường. "
""

